ID_Venta,Fecha,Producto,Categoria_producto,Precio,Cantidad_vendida,Region,Descuento,Metodo_Pago
674,2024-08-03,Producto B,Categoria 1,415.02,99,Oeste,0.11,Transferencia
675,2024-04-23,Producto C,Categoria 1,315.32,60,Este,0.39,Efectivo
676,2023-10-20,Producto D,Categoria 1,366.84,73,Sur,0.33,Efectivo
677,2024-01-16,Producto A,Categoria 2,557.99,25,Sur,0.19,Efectivo
678,2024-07-15,Producto C,Categoria 3,830.62,9,Este,0.26,Transferencia
679,2024-01-09,Producto E,Categoria 3,295.47,22,Norte,0.45,Efectivo
680,2024-04-14,Producto E,Categoria 2,83.1,61,Oeste,0.14,Efectivo
681,2024-01-09,Producto C,Categoria 3,779.27,66,Sur,0.44,Tarjeta
682,2024-07-24,Producto D,Categoria 3,700.96,81,Sur,0.11,Tarjeta
683,2024-08-15,Producto B,Categoria 1,815.58,32,Sur,0.43,Efectivo
684,2024-05-13,Producto C,Categoria 2,446.11,39,Sur,0.31,Efectivo
685,2024-03-17,Producto A,Categoria 2,570.2,43,Norte,0.1,Tarjeta
686,2024-03-13,Producto E,Categoria 2,441.28,56,Este,0.41,Tarjeta
687,2024-05-17,Producto D,Categoria 1,118.06,28,Este,0.13,Efectivo
688,2024-07-31,Producto A,Categoria 1,812.78,67,Sur,0.24,Transferencia
689,2024-06-30,Producto A,Categoria 2,561.65,98,Este,0.25,Transferencia
690,2023-11-29,Producto C,Categoria 1,743.83,36,Sur,0.41,Efectivo
691,2023-11-24,Producto E,Categoria 3,293.32,36,Norte,0.28,Transferencia
692,2024-10-16,Producto E,Categoria 3,809.36,92,Sur,0.03,Efectivo
693,2024-01-19,Producto C,Categoria 2,374.88,92,Este,0.32,Tarjeta
694,2024-03-30,Producto A,Categoria 1,956.1,20,Norte,0.11,Tarjeta
695,2024-03-09,Producto E,Categoria 3,439.87,31,Este,0.24,Efectivo
696,2024-01-29,Producto C,Categoria 1,198.41,91,Este,0.18,Transferencia
697,2023-12-14,Producto A,Categoria 3,489.91,20,Este,0.22,Transferencia
698,2024-04-07,Producto B,Categoria 1,220.39,70,Norte,0.25,Tarjeta
699,2024-03-10,Producto D,Categoria 2,267.57,6,Este,0.16,Efectivo
700,2024-08-06,Producto C,Categoria 1,280.29,68,Este,0.42,Efectivo
701,2024-06-15,Producto D,Categoria 3,345.06,38,Sur,0.44,Tarjeta
702,2024-08-26,Producto D,Categoria 1,479.51,80,Norte,0.44,Efectivo
703,2024-09-11,Producto C,Categoria 2,930.03,82,Este,0.26,Tarjeta
704,2024-02-26,Producto C,Categoria 1,172.72,9,Oeste,0.39,Efectivo
705,2024-06-11,Producto B,Categoria 1,940.16,89,Sur,0.39,Transferencia
706,2024-03-17,Producto E,Categoria 1,127.25,50,Oeste,0.06,Transferencia
707,2024-03-16,Producto A,Categoria 2,987.96,97,Este,0.01,Tarjeta
708,2024-07-14,Producto B,Categoria 2,506.32,49,Oeste,0.27,Transferencia
709,2023-11-20,Producto A,Categoria 2,627.25,26,Este,0.33,Efectivo
710,2024-03-22,Producto B,Categoria 3,355.44,78,Oeste,0.12,Transferencia
711,2024-06-20,Producto A,Categoria 2,983.13,91,Oeste,0.26,Efectivo
712,2024-01-02,Producto C,Categoria 3,220.63,2,Este,0.49,Transferencia
713,2024-04-23,Producto E,Categoria 3,777.01,41,Sur,0.07,Tarjeta
714,2024-01-07,Producto C,Categoria 2,681.18,39,Sur,0.27,Efectivo
715,2024-05-09,Producto E,Categoria 1,191.73,2,Oeste,0.14,Efectivo
716,2024-03-21,Producto C,Categoria 1,780.52,94,Oeste,0.18,Tarjeta
717,2024-02-05,Producto D,Categoria 2,310.26,85,Este,0.03,Tarjeta
718,2024-07-23,Producto E,Categoria 1,768.23,14,Oeste,0.47,Transferencia
719,2024-07-14,Producto C,Categoria 3,565.94,33,Norte,0.1,Efectivo
720,2024-01-21,Producto B,Categoria 2,922.74,6,Norte,0.41,Efectivo
721,2024-03-22,Producto E,Categoria 2,868.5,75,Oeste,0.37,Transferencia
722,2024-03-11,Producto C,Categoria 2,807.77,98,Sur,0.21,Efectivo
723,2024-04-22,Producto A,Categoria 3,117.44,97,Este,0.45,Tarjeta
724,2024-07-17,Producto E,Categoria 1,438.33,80,Este,0.13,Efectivo
725,2024-05-01,Producto C,Categoria 1,956.05,28,Oeste,0.43,Transferencia
726,2024-01-05,Producto B,Categoria 1,585.82,54,Sur,0.27,Efectivo
727,2024-10-03,Producto B,Categoria 3,381.97,19,Norte,0.27,Efectivo
728,2024-02-06,Producto C,Categoria 2,665.24,32,Oeste,0.42,Tarjeta
729,2024-07-30,Producto C,Categoria 3,92.95,84,Este,0.26,Transferencia
730,2024-01-25,Producto C,Categoria 3,810.03,62,Este,0.34,Efectivo
731,2024-06-05,Producto B,Categoria 2,929.65,6,Sur,0.28,Efectivo
732,2023-11-07,Producto E,Categoria 3,18.41,100,Sur,0.1,Transferencia
733,2024-03-17,Producto D,Categoria 2,674.99,92,Oeste,0.24,Efectivo
734,2024-01-28,Producto C,Categoria 1,203.22,9,Este,0.23,Transferencia
735,2024-05-23,Producto C,Categoria 3,764.56,45,Sur,0.17,Transferencia
736,2024-09-17,Producto E,Categoria 3,112.59,19,Este,0.29,Transferencia
737,2024-10-10,Producto C,Categoria 1,693.56,57,Oeste,0.14,Tarjeta
738,2024-08-24,Producto E,Categoria 3,656.8,91,Sur,0.36,Transferencia
739,2024-04-26,Producto E,Categoria 3,958.02,96,Sur,0.34,Transferencia
740,2024-09-24,Producto C,Categoria 3,537.11,18,Oeste,0.37,Tarjeta
741,2023-12-13,Producto E,Categoria 2,884.87,79,Este,0.04,Transferencia
742,2024-02-05,Producto B,Categoria 2,716.85,57,Sur,0.02,Tarjeta
743,2024-08-15,Producto E,Categoria 2,250.56,88,Norte,0.02,Efectivo
744,2024-10-16,Producto C,Categoria 2,135.33,37,Este,0.14,Efectivo
745,2024-05-30,Producto A,Categoria 2,447.56,67,Oeste,0.12,Efectivo
746,2024-06-10,Producto E,Categoria 3,430.7,7,Sur,0.16,Tarjeta
747,2024-05-29,Producto E,Categoria 1,707.69,87,Oeste,0.33,Tarjeta
748,2024-09-24,Producto E,Categoria 3,987.33,52,Este,0.08,Transferencia
749,2024-06-09,Producto B,Categoria 1,431.43,59,Sur,0.09,Tarjeta
750,2024-08-03,Producto A,Categoria 3,825.48,52,Norte,0.15,Tarjeta
751,2024-08-18,Producto E,Categoria 1,464.88,90,Sur,0.14,Efectivo
752,2024-06-27,Producto A,Categoria 3,498.35,85,Sur,0.07,Transferencia
753,2024-06-22,Producto E,Categoria 3,538.13,8,Sur,0.34,Efectivo
754,2023-10-29,Producto A,Categoria 2,25.11,78,Oeste,0.23,Efectivo
755,2023-12-04,Producto D,Categoria 2,476.26,19,Sur,0.31,Efectivo
756,2024-06-09,Producto A,Categoria 3,730.51,57,Oeste,0.29,Tarjeta
757,2024-04-29,Producto C,Categoria 1,983.94,74,Este,0.3,Tarjeta
758,2024-09-28,Producto E,Categoria 1,580.99,79,Norte,0.4,Tarjeta
759,2023-11-19,Producto E,Categoria 3,329.67,77,Norte,0.39,Efectivo
760,2023-11-04,Producto E,Categoria 1,153.3,31,Norte,0.09,Efectivo
761,2023-11-10,Producto A,Categoria 3,865.55,31,Oeste,0.15,Tarjeta
762,2024-09-11,Producto B,Categoria 2,597.14,78,Este,0.36,Efectivo
763,2024-02-01,Producto D,Categoria 1,165.86,95,Sur,0.38,Tarjeta
764,2023-11-15,Producto D,Categoria 1,91.02,68,Sur,0.33,Efectivo
765,2024-04-19,Producto C,Categoria 1,157.14,81,Norte,0.38,Transferencia
766,2024-05-17,Producto B,Categoria 2,99.24,46,Oeste,0.38,Tarjeta
767,2024-08-07,Producto A,Categoria 2,54.0,17,Oeste,0.14,Transferencia
768,2024-01-22,Producto A,Categoria 2,544.59,79,Norte,0.21,Efectivo
769,2024-05-14,Producto A,Categoria 1,174.78,42,Sur,0.21,Tarjeta
770,2024-06-04,Producto A,Categoria 2,309.73,14,Este,0.34,Transferencia
771,2024-07-22,Producto D,Categoria 2,491.55,91,Este,0.28,Efectivo
772,2024-01-04,Producto A,Categoria 3,931.32,68,Oeste,0.45,Transferencia
773,2024-08-21,Producto D,Categoria 2,33.15,35,Oeste,0.31,Transferencia
774,2024-08-02,Producto B,Categoria 1,294.23,95,Norte,0.02,Tarjeta
775,2024-01-24,Producto B,Categoria 1,802.96,67,Norte,0.28,Transferencia
776,2024-06-30,Producto A,Categoria 1,738.89,57,Norte,0.43,Efectivo
777,2024-04-05,Producto B,Categoria 3,51.83,51,Sur,0.47,Efectivo
778,2024-05-12,Producto C,Categoria 3,401.65,69,Este,0.5,Tarjeta
779,2024-09-04,Producto E,Categoria 1,746.27,36,Este,0.32,Efectivo
780,2024-09-26,Producto E,Categoria 2,902.21,60,Norte,0.46,Transferencia
781,2023-12-11,Producto B,Categoria 1,332.04,6,Norte,0.2,Efectivo
782,2024-03-20,Producto B,Categoria 1,424.49,12,Norte,0.38,Transferencia
783,2024-02-08,Producto D,Categoria 3,713.19,5,Este,0.43,Efectivo
784,2024-09-24,Producto D,Categoria 3,658.37,23,Oeste,0.05,Transferencia
785,2024-09-01,Producto D,Categoria 1,917.32,2,Norte,0.31,Transferencia
786,2024-06-21,Producto C,Categoria 2,335.56,16,Norte,0.03,Transferencia
787,2023-10-20,Producto D,Categoria 2,290.51,73,Este,0.29,Transferencia
788,2024-07-21,Producto B,Categoria 1,312.65,19,Este,0.45,Efectivo
789,2024-08-05,Producto A,Categoria 3,82.81,98,Oeste,0.08,Transferencia
790,2024-10-02,Producto C,Categoria 2,763.94,81,Oeste,0.36,Transferencia
791,2023-11-08,Producto A,Categoria 2,601.69,93,Oeste,0.32,Tarjeta
792,2024-02-02,Producto A,Categoria 2,910.89,85,Este,0.14,Transferencia
793,2024-02-19,Producto D,Categoria 3,696.85,15,Este,0.15,Transferencia
794,2024-05-20,Producto E,Categoria 1,797.35,88,Este,0.25,Transferencia
795,2024-08-31,Producto C,Categoria 2,547.81,70,Este,0.43,Efectivo
796,2024-05-21,Producto C,Categoria 3,405.64,37,Sur,0.07,Transferencia
797,2023-11-14,Producto E,Categoria 3,870.19,41,Este,0.36,Tarjeta
798,2023-12-14,Producto C,Categoria 1,267.58,4,Sur,0.01,Transferencia
799,2024-06-18,Producto D,Categoria 2,425.37,91,Sur,0.14,Efectivo
800,2024-05-18,Producto A,Categoria 3,751.18,76,Sur,0.01,Transferencia
801,2024-10-14,Producto D,Categoria 3,248.57,64,Oeste,0.26,Efectivo
802,2024-08-15,Producto E,Categoria 3,457.74,26,Sur,0.03,Tarjeta
803,2024-01-14,Producto C,Categoria 2,760.06,38,Este,0.02,Efectivo
804,2024-08-10,Producto E,Categoria 1,181.7,33,Este,0.42,Efectivo
805,2023-11-27,Producto E,Categoria 3,773.14,3,Norte,0.33,Tarjeta
806,2023-10-29,Producto B,Categoria 2,229.39,37,Este,0.24,Efectivo
807,2024-09-20,Producto C,Categoria 1,424.5,86,Norte,0.46,Efectivo
808,2023-12-03,Producto A,Categoria 2,67.29,69,Oeste,0.17,Efectivo
809,2023-12-24,Producto D,Categoria 3,558.61,32,Norte,0.27,Tarjeta
810,2024-04-02,Producto B,Categoria 1,233.44,26,Este,0.45,Efectivo
811,2024-03-30,Producto E,Categoria 2,736.8,75,Oeste,0.03,Efectivo
812,2024-07-22,Producto D,Categoria 1,737.99,33,Oeste,0.2,Efectivo
813,2024-07-31,Producto C,Categoria 1,412.4,79,Este,0.15,Tarjeta
814,2024-03-09,Producto B,Categoria 3,297.39,7,Oeste,0.29,Transferencia
815,2024-04-06,Producto B,Categoria 3,947.96,3,Norte,0.32,Tarjeta
816,2024-05-19,Producto B,Categoria 3,188.56,37,Oeste,0.39,Efectivo
817,2024-04-22,Producto B,Categoria 3,327.48,35,Este,0.08,Efectivo
818,2023-12-31,Producto A,Categoria 3,540.05,49,Oeste,0.06,Efectivo
819,2023-11-04,Producto B,Categoria 1,533.25,4,Este,0.09,Tarjeta
820,2024-07-11,Producto C,Categoria 3,705.17,14,Oeste,0.44,Tarjeta
821,2023-12-12,Producto C,Categoria 3,453.82,17,Sur,0.09,Tarjeta
822,2024-08-19,Producto D,Categoria 2,632.12,37,Sur,0.1,Efectivo
823,2024-06-15,Producto A,Categoria 2,306.48,17,Norte,0.33,Transferencia
824,2024-04-20,Producto C,Categoria 3,872.26,11,Oeste,0.38,Tarjeta
825,2024-03-10,Producto E,Categoria 3,510.3,95,Sur,0.21,Transferencia
826,2024-01-02,Producto C,Categoria 3,934.68,49,Sur,0.07,Efectivo
827,2024-02-18,Producto B,Categoria 1,552.78,71,Norte,0.45,Efectivo
828,2024-08-25,Producto A,Categoria 2,417.01,17,Oeste,0.18,Transferencia
829,2024-02-24,Producto C,Categoria 1,981.22,79,Sur,0.19,Tarjeta
830,2024-08-05,Producto B,Categoria 1,499.79,7,Oeste,0.23,Tarjeta
831,2024-06-12,Producto D,Categoria 2,614.49,72,Este,0.24,Efectivo
832,2023-12-26,Producto B,Categoria 1,632.74,18,Sur,0.29,Efectivo
833,2023-11-15,Producto E,Categoria 1,428.91,69,Sur,0.13,Tarjeta
834,2024-09-11,Producto C,Categoria 1,33.81,40,Sur,0.25,Transferencia
835,2024-08-11,Producto B,Categoria 1,203.49,56,Este,0.01,Tarjeta
836,2024-09-04,Producto B,Categoria 3,479.99,22,Sur,0.29,Tarjeta
837,2023-12-07,Producto B,Categoria 2,499.65,39,Este,0.35,Efectivo
838,2023-11-03,Producto D,Categoria 1,922.82,13,Sur,0.17,Transferencia
839,2024-08-01,Producto E,Categoria 3,519.49,9,Norte,0.13,Tarjeta
840,2024-07-13,Producto D,Categoria 3,364.43,92,Oeste,0.09,Efectivo
841,2024-08-17,Producto E,Categoria 2,934.62,36,Oeste,0.2,Transferencia
842,2024-10-11,Producto B,Categoria 1,859.79,87,Norte,0.48,Efectivo
843,2023-10-25,Producto D,Categoria 3,445.34,83,Oeste,0.48,Efectivo
844,2024-06-25,Producto A,Categoria 3,457.39,85,Norte,0.04,Efectivo
845,2024-06-20,Producto B,Categoria 2,670.29,19,Norte,0.14,Tarjeta
846,2024-10-12,Producto E,Categoria 2,827.71,97,Norte,0.4,Efectivo
847,2023-10-26,Producto E,Categoria 2,807.12,56,Sur,0.03,Efectivo
848,2024-08-06,Producto B,Categoria 2,69.13,21,Este,0.41,Tarjeta
849,2024-05-09,Producto B,Categoria 2,290.98,40,Norte,0.18,Transferencia
850,2024-01-04,Producto D,Categoria 2,919.17,13,Norte,0.22,Tarjeta
851,2023-10-22,Producto D,Categoria 2,736.29,66,Norte,0.29,Transferencia
852,2024-05-01,Producto C,Categoria 1,943.54,73,Este,0.33,Transferencia
853,2023-12-03,Producto C,Categoria 1,646.72,15,Norte,0.32,Efectivo
854,2023-11-19,Producto B,Categoria 3,671.79,89,Este,0.38,Efectivo
855,2024-01-02,Producto E,Categoria 3,671.65,90,Sur,0.1,Transferencia
856,2024-03-29,Producto B,Categoria 1,43.97,23,Sur,0.41,Efectivo
857,2023-11-08,Producto C,Categoria 3,470.23,23,Este,0.12,Tarjeta
858,2024-03-31,Producto E,Categoria 1,620.73,29,Este,0.32,Efectivo
859,2024-01-18,Producto C,Categoria 3,343.17,71,Norte,0.01,Transferencia
860,2024-07-05,Producto C,Categoria 1,829.63,1,Sur,0.43,Transferencia
861,2024-01-20,Producto E,Categoria 1,460.36,67,Oeste,0.19,Transferencia
862,2024-09-20,Producto C,Categoria 2,382.97,89,Este,0.21,Transferencia
863,2023-11-19,Producto C,Categoria 3,630.61,95,Oeste,0.04,Transferencia
864,2023-12-07,Producto C,Categoria 1,642.9,70,Norte,0.32,Tarjeta
865,2023-12-26,Producto E,Categoria 2,659.16,72,Este,0.11,Efectivo
866,2024-04-19,Producto B,Categoria 1,921.91,34,Sur,0.06,Efectivo
867,2023-11-13,Producto C,Categoria 2,953.68,7,Norte,0.47,Transferencia
868,2023-12-30,Producto A,Categoria 2,10.64,45,Norte,0.21,Tarjeta
869,2024-03-10,Producto D,Categoria 3,647.89,27,Este,0.09,Tarjeta
870,2024-08-29,Producto B,Categoria 1,803.99,44,Norte,0.46,Transferencia
871,2024-09-30,Producto A,Categoria 1,703.93,70,Sur,0.12,Tarjeta
872,2024-05-31,Producto D,Categoria 2,173.45,39,Sur,0.41,Efectivo
873,2023-11-05,Producto A,Categoria 2,628.15,3,Sur,0.25,Tarjeta
874,2024-01-19,Producto B,Categoria 1,978.26,51,Norte,0.26,Efectivo
875,2024-07-08,Producto D,Categoria 3,70.23,55,Este,0.16,Efectivo
876,2024-05-12,Producto A,Categoria 2,225.25,91,Sur,0.29,Tarjeta
877,2024-05-26,Producto D,Categoria 3,522.67,51,Norte,0.29,Transferencia
878,2024-09-04,Producto D,Categoria 3,269.94,29,Norte,0.08,Efectivo
879,2024-04-09,Producto B,Categoria 3,890.55,13,Norte,0.35,Transferencia
880,2023-11-01,Producto B,Categoria 1,296.84,27,Sur,0.43,Efectivo
881,2024-06-17,Producto A,Categoria 2,593.61,84,Sur,0.04,Tarjeta
882,2024-02-23,Producto D,Categoria 2,959.8,21,Oeste,0.3,Efectivo
883,2024-04-06,Producto A,Categoria 3,884.29,52,Oeste,0.13,Efectivo
884,2024-05-11,Producto A,Categoria 1,764.42,60,Este,0.02,Efectivo
885,2024-01-12,Producto C,Categoria 2,280.45,52,Este,0.28,Efectivo
886,2024-06-06,Producto D,Categoria 1,824.12,26,Norte,0.06,Tarjeta
887,2024-08-21,Producto E,Categoria 1,422.97,29,Este,0.3,Transferencia
888,2023-10-18,Producto A,Categoria 1,519.76,74,Sur,0.11,Transferencia
889,2024-08-31,Producto D,Categoria 2,360.51,14,Sur,0.46,Efectivo
890,2024-10-16,Producto E,Categoria 2,914.59,13,Norte,0.45,Efectivo
891,2024-04-29,Producto C,Categoria 2,165.35,16,Oeste,0.42,Transferencia
892,2024-09-14,Producto D,Categoria 3,650.43,45,Norte,0.21,Efectivo
893,2024-06-01,Producto C,Categoria 3,607.23,58,Oeste,0.24,Transferencia
894,2024-06-14,Producto A,Categoria 2,385.72,83,Sur,0.47,Transferencia
895,2024-08-02,Producto E,Categoria 3,403.86,28,Este,0.32,Tarjeta
896,2023-11-07,Producto C,Categoria 1,490.86,85,Oeste,0.46,Transferencia
897,2024-09-24,Producto C,Categoria 3,716.62,23,Sur,0.43,Transferencia
898,2024-02-20,Producto A,Categoria 2,57.42,36,Este,0.28,Efectivo
899,2024-04-06,Producto C,Categoria 2,890.79,30,Oeste,0.43,Transferencia
900,2023-12-22,Producto E,Categoria 3,836.98,78,Oeste,0.46,Transferencia
901,2024-05-12,Producto B,Categoria 2,240.54,16,Norte,0.45,Tarjeta
902,2024-02-23,Producto D,Categoria 2,715.18,100,Sur,0.29,Efectivo
903,2024-06-16,Producto B,Categoria 3,402.94,18,Sur,0.05,Tarjeta
904,2024-06-11,Producto B,Categoria 1,159.63,26,Este,0.04,Efectivo
905,2024-01-14,Producto B,Categoria 1,980.76,38,Oeste,0.29,Efectivo
906,2024-02-11,Producto B,Categoria 1,295.32,41,Sur,0.41,Transferencia
907,2024-04-06,Producto D,Categoria 1,433.96,11,Sur,0.47,Transferencia
908,2024-10-08,Producto C,Categoria 1,302.45,79,Este,0.0,Tarjeta
909,2023-11-18,Producto D,Categoria 3,894.39,28,Este,0.44,Tarjeta
910,2024-05-02,Producto B,Categoria 2,472.99,93,Norte,0.42,Transferencia
911,2024-10-04,Producto C,Categoria 1,508.19,92,Norte,0.08,Tarjeta
912,2023-10-25,Producto E,Categoria 2,414.66,23,Sur,0.2,Efectivo
913,2024-04-21,Producto B,Categoria 1,517.48,20,Norte,0.11,Transferencia
914,2024-02-07,Producto C,Categoria 1,866.8,29,Norte,0.23,Efectivo
915,2024-09-06,Producto E,Categoria 1,283.17,12,Norte,0.46,Efectivo
916,2024-06-05,Producto D,Categoria 1,98.67,66,Este,0.3,Transferencia
917,2024-07-19,Producto C,Categoria 3,281.24,57,Norte,0.06,Tarjeta
918,2024-06-05,Producto D,Categoria 2,440.07,38,Oeste,0.47,Transferencia
919,2024-01-10,Producto B,Categoria 1,925.97,85,Este,0.0,Transferencia
920,2024-03-19,Producto D,Categoria 1,837.02,37,Este,0.43,Tarjeta
921,2024-04-04,Producto B,Categoria 2,377.95,82,Sur,0.1,Transferencia
922,2023-12-25,Producto E,Categoria 1,461.02,13,Sur,0.03,Transferencia
923,2024-09-03,Producto A,Categoria 1,715.4,93,Norte,0.37,Efectivo
924,2024-04-11,Producto B,Categoria 1,180.46,38,Norte,0.1,Tarjeta
925,2024-02-13,Producto C,Categoria 1,239.66,97,Sur,0.11,Efectivo
926,2024-01-23,Producto A,Categoria 3,227.38,71,Este,0.23,Transferencia
927,2024-01-15,Producto C,Categoria 3,331.11,34,Norte,0.19,Efectivo
928,2024-08-04,Producto C,Categoria 2,959.72,68,Este,0.49,Tarjeta
929,2024-04-11,Producto D,Categoria 3,332.84,97,Norte,0.23,Efectivo
930,2023-11-09,Producto B,Categoria 3,700.46,84,Oeste,0.44,Tarjeta
931,2023-10-22,Producto D,Categoria 2,904.04,7,Oeste,0.04,Transferencia
932,2024-01-28,Producto E,Categoria 1,994.7,80,Norte,0.35,Tarjeta
933,2023-12-17,Producto B,Categoria 1,730.31,38,Este,0.01,Transferencia
934,2024-04-05,Producto D,Categoria 3,838.93,65,Oeste,0.35,Tarjeta
935,2024-01-27,Producto C,Categoria 3,385.26,3,Norte,0.38,Efectivo
936,2024-05-08,Producto E,Categoria 1,452.54,3,Oeste,0.48,Efectivo
937,2024-06-09,Producto B,Categoria 1,435.36,93,Norte,0.06,Tarjeta
938,2024-04-21,Producto C,Categoria 3,267.23,14,Norte,0.29,Tarjeta
939,2024-10-06,Producto D,Categoria 3,795.61,41,Oeste,0.44,Transferencia
940,2024-09-19,Producto C,Categoria 3,678.91,99,Sur,0.29,Tarjeta
941,2024-07-06,Producto C,Categoria 2,840.01,96,Norte,0.47,Transferencia
942,2024-03-30,Producto E,Categoria 2,480.41,51,Oeste,0.06,Tarjeta
943,2024-04-27,Producto D,Categoria 1,652.17,53,Oeste,0.15,Transferencia
944,2023-10-29,Producto D,Categoria 2,485.54,61,Norte,0.34,Tarjeta
945,2024-01-15,Producto B,Categoria 1,522.4,84,Este,0.5,Tarjeta
946,2023-12-06,Producto C,Categoria 1,170.17,58,Oeste,0.45,Transferencia
947,2024-04-24,Producto E,Categoria 3,688.22,12,Este,0.5,Transferencia
948,2024-03-11,Producto D,Categoria 2,370.05,53,Norte,0.39,Efectivo
949,2024-08-27,Producto A,Categoria 2,598.81,5,Sur,0.16,Transferencia
950,2024-01-25,Producto D,Categoria 3,735.2,95,Norte,0.12,Tarjeta
951,2024-03-28,Producto B,Categoria 1,79.2,3,Este,0.03,Efectivo
952,2024-04-17,Producto B,Categoria 1,870.65,71,Sur,0.45,Tarjeta
953,2024-09-21,Producto D,Categoria 3,260.39,71,Oeste,0.32,Tarjeta
954,2024-09-22,Producto E,Categoria 1,345.67,12,Oeste,0.26,Transferencia
955,2024-08-15,Producto E,Categoria 3,47.78,78,Oeste,0.22,Tarjeta
956,2024-09-20,Producto B,Categoria 3,547.51,26,Norte,0.0,Transferencia
957,2023-11-08,Producto C,Categoria 3,24.54,25,Oeste,0.34,Transferencia
958,2023-10-24,Producto E,Categoria 1,717.06,19,Este,0.23,Efectivo
959,2024-02-07,Producto E,Categoria 3,485.45,60,Norte,0.13,Transferencia
960,2024-03-23,Producto A,Categoria 3,132.99,31,Sur,0.18,Transferencia
961,2023-11-25,Producto E,Categoria 1,734.63,98,Sur,0.03,Tarjeta
962,2024-09-22,Producto A,Categoria 1,789.66,38,Norte,0.42,Efectivo
963,2024-09-20,Producto E,Categoria 2,869.47,81,Este,0.06,Transferencia
964,2024-03-01,Producto D,Categoria 2,540.94,56,Oeste,0.44,Transferencia
965,2024-08-22,Producto D,Categoria 3,952.4,57,Sur,0.38,Tarjeta
966,2023-10-30,Producto B,Categoria 3,811.9,59,Sur,0.41,Transferencia
967,2024-02-12,Producto B,Categoria 3,791.84,42,Norte,0.24,Transferencia
968,2024-08-06,Producto D,Categoria 3,991.13,94,Sur,0.05,Efectivo
969,2023-10-25,Producto B,Categoria 1,153.65,83,Sur,0.06,Efectivo
970,2024-04-22,Producto B,Categoria 3,152.91,9,Sur,0.36,Efectivo
971,2024-03-30,Producto A,Categoria 3,18.64,34,Este,0.38,Tarjeta
972,2023-12-01,Producto E,Categoria 1,854.63,40,Este,0.11,Efectivo
973,2024-07-15,Producto B,Categoria 3,642.51,11,Oeste,0.39,Tarjeta
974,2024-06-12,Producto E,Categoria 3,726.0,29,Oeste,0.18,Tarjeta
975,2023-11-05,Producto E,Categoria 3,136.75,24,Norte,0.35,Efectivo
976,2024-04-05,Producto E,Categoria 2,50.63,61,Sur,0.42,Tarjeta
977,2024-03-31,Producto E,Categoria 3,685.09,92,Este,0.5,Transferencia
978,2024-05-20,Producto A,Categoria 3,178.38,62,Sur,0.45,Transferencia
979,2024-03-26,Producto E,Categoria 2,173.57,61,Norte,0.31,Transferencia
980,2024-06-18,Producto A,Categoria 1,457.04,29,Este,0.41,Tarjeta
981,2024-06-26,Producto B,Categoria 2,404.15,52,Norte,0.44,Tarjeta
982,2024-02-14,Producto A,Categoria 2,575.29,100,Norte,0.17,Tarjeta
983,2024-09-02,Producto C,Categoria 2,171.04,41,Este,0.08,Tarjeta
984,2023-12-30,Producto C,Categoria 1,258.98,81,Norte,0.26,Transferencia
985,2024-09-01,Producto D,Categoria 1,583.64,4,Oeste,0.19,Tarjeta
986,2024-02-06,Producto A,Categoria 3,534.42,13,Oeste,0.29,Tarjeta
987,2023-12-31,Producto D,Categoria 1,370.9,3,Oeste,0.14,Efectivo
988,2024-01-23,Producto C,Categoria 2,333.17,4,Oeste,0.39,Efectivo
989,2024-05-14,Producto A,Categoria 2,696.33,59,Sur,0.27,Transferencia
990,2024-08-30,Producto D,Categoria 2,438.89,95,Oeste,0.31,Tarjeta
991,2024-03-22,Producto A,Categoria 3,911.68,78,Sur,0.02,Transferencia
992,2024-05-21,Producto B,Categoria 1,587.89,72,Oeste,0.32,Transferencia
993,2024-05-11,Producto D,Categoria 3,65.79,61,Sur,0.45,Efectivo
994,2024-08-17,Producto D,Categoria 2,296.55,39,Sur,0.13,Efectivo
995,2024-03-11,Producto C,Categoria 2,693.1,54,Norte,0.08,Tarjeta
996,2023-10-25,Producto B,Categoria 2,597.54,71,Este,0.1,Tarjeta
997,2024-04-18,Producto E,Categoria 3,718.51,44,Oeste,0.19,Tarjeta
998,2024-05-14,Producto E,Categoria 2,658.98,92,Oeste,0.22,Tarjeta
999,2024-04-04,Producto D,Categoria 1,450.85,82,Este,0.11,Efectivo
1000,2023-10-20,Producto C,Categoria 3,762.3,85,Oeste,0.05,Efectivo
1001,2024-04-06,Producto C,Categoria 1,915.41,2,Norte,0.06,Tarjeta
1002,2024-03-23,Producto A,Categoria 1,56.01,66,Norte,0.24,Tarjeta
1003,2024-05-19,Producto E,Categoria 3,270.52,64,Sur,0.43,Transferencia
1004,2024-10-13,Producto A,Categoria 1,129.56,40,Oeste,0.41,Tarjeta
1005,2024-03-20,Producto C,Categoria 2,578.08,65,Norte,0.12,Efectivo
1006,2024-09-18,Producto E,Categoria 1,611.04,52,Este,0.47,Efectivo
1007,2023-10-26,Producto B,Categoria 2,778.02,58,Este,0.01,Transferencia
1008,2024-02-06,Producto B,Categoria 3,122.37,80,Este,0.42,Transferencia
1009,2024-03-28,Producto D,Categoria 3,552.53,53,Sur,0.28,Transferencia
1010,2024-09-02,Producto B,Categoria 3,277.07,38,Norte,0.13,Tarjeta
